REAPER ACTIONS WITH DESCRIPTIONS
Format: ActionID|Description
43408|Toolbars: Show toolbar 8 as menu
43409|Toolbars: Show toolbar 9 as menu
43410|Toolbars: Show toolbar 10 as menu
43411|Toolbars: Show toolbar 11 as menu
43412|Toolbars: Show toolbar 12 as menu
43413|Toolbars: Show toolbar 13 as menu
43414|Toolbars: Show toolbar 14 as menu
43415|Toolbars: Show toolbar 15 as menu
43416|Toolbars: Show toolbar 16 as menu
43417|Toolbars: Show toolbar 17 as menu
43418|Toolbars: Show toolbar 18 as menu
43419|Toolbars: Show toolbar 19 as menu
43420|Toolbars: Show toolbar 20 as menu
43421|Toolbars: Show toolbar 21 as menu
43422|Toolbars: Show toolbar 22 as menu
43423|Toolbars: Show toolbar 23 as menu
43424|Toolbars: Show toolbar 24 as menu
43425|Toolbars: Show toolbar 25 as menu
43426|Toolbars: Show toolbar 26 as menu
43427|Toolbars: Show toolbar 27 as menu
43428|Toolbars: Show toolbar 28 as menu
43429|Toolbars: Show toolbar 29 as menu
43430|Toolbars: Show toolbar 30 as menu
43431|Toolbars: Show toolbar 31 as menu
43432|Toolbars: Show toolbar 32 as menu
43433|Toolbars: Show MIDI toolbar 1 as menu
43434|Toolbars: Show MIDI toolbar 2 as menu
43435|Toolbars: Show MIDI toolbar 3 as menu
43436|Toolbars: Show MIDI toolbar 4 as menu
43437|Toolbars: Show MIDI toolbar 5 as menu
43438|Toolbars: Show MIDI toolbar 6 as menu
43439|Toolbars: Show MIDI toolbar 7 as menu
43440|Toolbars: Show MIDI toolbar 8 as menu
43441|Toolbars: Show MIDI toolbar 9 as menu
43442|Toolbars: Show MIDI toolbar 10 as menu
43443|Toolbars: Show MIDI toolbar 11 as menu
43444|Toolbars: Show MIDI toolbar 12 as menu
43445|Toolbars: Show MIDI toolbar 13 as menu
43446|Toolbars: Show MIDI toolbar 14 as menu
43447|Toolbars: Show MIDI toolbar 15 as menu
43448|Toolbars: Show MIDI toolbar 16 as menu
43461|Project: Set project timebase to time
43462|Project: Set project timebase to beats (position, length, rate)
43463|Project: Set project timebase to beats (position only)
43464|Set project recording tag... ($rectag wildcard)
43465|Clear project recording tag ($rectag wildcard)
43466|Item edit: Phase alignment...
43467|Options: Ripple per-track affects each track lane separately
43468|Options: Ripple per-track when ripple is enabled
43469|Options: Ripple all tracks when ripple is enabled
43475|Options: Ripple edit when editing media item edges
43484|Ruler: Show/hide selected project markers
43485|Ruler: Show/hide all project markers
43486|Ruler: Show/hide selected project regions
43487|Ruler: Show/hide all project regions
43488|Ruler: Show/hide selected project regions and markers
43489|Ruler: Show/hide all project regions and markers
43561|Automation: Save and clear all track envelope latches 
43562|Automation: Restore all saved track envelope latches
43563|Automation: Save and clear track envelope latches
43564|Automation: Restore saved track envelope latches
43565|Automation: Save and clear all track envelope latches if any, otherwise restore saved latches
43566|Automation: Save and clear track envelope latches if any, otherwise restore saved latches
43567|Options: Ripple edit all affects envelopes on all tracks
43568|Automation: Clear all saved track envelope latches
43569|Automation: Clear saved track envelope latches
43570|Project: Set tempo/time signature envelope timebase to time
43571|Project: Set tempo/time signature envelope timebase to beats
43572|Project: Set tempo/time signature envelope timebase to beats for time signature, time for tempo
43573|Track: Override/unpin all pinned tracks in TCP
43574|Track: Override/show all hidden tracks in TCP
43575|Track: Show/hide all pinned tracks in TCP
43576|Track: Show/hide all pinned tracks in TCP (ignore master)
43578|File: Save copy of project as (prompt with current name)...
43588|Envelope: Remove unnecessary points
43589|Envelope: Remove unnecessary points within time selection
43590|Envelope: Remove unnecessary selected points
43593|Scrub: Toggle preference for one-shot segment scrub when moving edit cursor
43594|Scrub: Play one one-shot segment scrub at edit cursor
43614|View: Move cursor left by grid division
43615|View: Move cursor right by grid division
43617|Scrub: Invert looped-segment scrub range
43631|Options: Solo via dedicated solo bus (preference, master outputs can be set to bypass solo bus)
43632|Scrub: Prompt to edit looped-segment scrub range
43636|Options: Move take envelope points when moving media item contents
43637|Project: Toggle project timebase to time
43640|Project: Set project timebase to beats (auto-stretch at tempo changes)
43641|Project: Project timebase affects MIDI items
43642|View: Toggle show/hide media item timebase buttons
43643|View: Toggle show/hide media item timebase buttons if overridden for the track or item
43645|File: Duplicate project in new tab...
43647|Track: Move tracks up
43648|Track: Move tracks down
43672|Track: Hide envelope, display previous envelope on same track (cycle)
45000|Take: Set 1st take active
45001|Take: Set 2nd take active
45002|Take: Set 3rd take active
45003|Take: Set 4th take active
45004|Take: Set 5th take active
45005|Take: Set 6th take active
45006|Take: Set 7th take active
45007|Take: Set 8th take active
45008|Take: Set 9th take active
46000|Track: Insert track from template...
48500|Layout: Default layout
50122|Video: Fullscreen
50123|Video: Clear video cache/re-render frames
50124|Media explorer: Show/hide media explorer
50125|Video: Show/hide video window
53000|SWS: Open auto color/icon/layout window
53001|SWS: Toggle auto track coloring enable
53002|SWS/S&M: Toggle auto marker coloring enable
53003|SWS/S&M: Toggle auto region coloring enable
53004|SWS/S&M: Toggle auto track icon enable
53005|SWS/S&M: Toggle auto track layout enable
53006|SWS: Apply auto coloring
53007|SWS: Open color management window
53008|SWS: Toggle ruler red while recording
53009|SWS: Set selected track(s) to color white
53010|SWS: Set selected track(s) to color black
53011|SWS: Set selected track(s) to previous track's color
53012|SWS: Set selected track(s) to next track's color
53013|SWS: Set selected track(s) to next custom color
53014|SWS: Set selected track(s) to one random custom color
53015|SWS: Set selected track(s) to random custom color(s)
53016|SWS: Set selected tracks to color gradient
53017|SWS: Set selected track(s) to ordered custom colors
53018|SWS: Set selected track(s) children to same color
53019|SWS: Set selected track(s) to custom color 1
53020|SWS: Set selected track(s) to custom color 2
53021|SWS: Set selected track(s) to custom color 3
53022|SWS: Set selected track(s) to custom color 4
53023|SWS: Set selected track(s) to custom color 5
53024|SWS: Set selected track(s) to custom color 6
53025|SWS: Set selected track(s) to custom color 7
53026|SWS: Set selected track(s) to custom color 8
53027|SWS: Set selected track(s) to custom color 9
53028|SWS: Set selected track(s) to custom color 10
53029|SWS: Set selected track(s) to custom color 11
53030|SWS: Set selected track(s) to custom color 12
53031|SWS: Set selected track(s) to custom color 13
53032|SWS: Set selected track(s) to custom color 14
53033|SWS: Set selected track(s) to custom color 15
53034|SWS: Set selected track(s) to custom color 16
53035|SWS: Set selected item(s) to color white
53036|SWS: Set selected item(s) to color black
53037|SWS: Set selected item(s) to next custom color
53038|SWS: Set selected item(s) to one random custom color
53039|SWS: Set selected item(s) to random custom color(s)
53040|SWS: Set selected item(s) to color gradient per track
53041|SWS: Set selected item(s) to color gradient
53042|SWS: Set selected item(s) to ordered custom colors per track
53043|SWS: Set selected item(s) to ordered custom colors
53044|SWS: Set selected item(s) to respective track color
53045|SWS: Set selected item(s) to custom color 1
53046|SWS: Set selected item(s) to custom color 2
53047|SWS: Set selected item(s) to custom color 3
53048|SWS: Set selected item(s) to custom color 4
53049|SWS: Set selected item(s) to custom color 5
53050|SWS: Set selected item(s) to custom color 6
53051|SWS: Set selected item(s) to custom color 7
53052|SWS: Set selected item(s) to custom color 8
53053|SWS: Set selected item(s) to custom color 9
53054|SWS: Set selected item(s) to custom color 10
53055|SWS: Set selected item(s) to custom color 11
53056|SWS: Set selected item(s) to custom color 12
53057|SWS: Set selected item(s) to custom color 13
53058|SWS: Set selected item(s) to custom color 14
53059|SWS: Set selected item(s) to custom color 15
53060|SWS: Set selected item(s) to custom color 16
53061|SWS: Set selected track(s)/item(s) to one random color
53062|SWS: Set selected track(s)/item(s) to custom color...
53063|SWS: Set takes in selected item(s) to random custom color(s)
53064|SWS: Set takes in selected item(s) to color gradient
53065|SWS: Set takes in selected item(s) to ordered custom colors
53066|SWS: Set selected take(s) to custom color 1
53067|SWS: Set selected take(s) to custom color 2
53068|SWS: Set selected take(s) to custom color 3
53069|SWS: Set selected take(s) to custom color 4
53070|SWS: Set selected take(s) to custom color 5
53071|SWS: Set selected take(s) to custom color 6
53072|SWS: Set selected take(s) to custom color 7
53073|SWS: Set selected take(s) to custom color 8
53074|SWS: Set selected take(s) to custom color 9
53075|SWS: Set selected take(s) to custom color 10
53076|SWS: Set selected take(s) to custom color 11
53077|SWS: Set selected take(s) to custom color 12
53078|SWS: Set selected take(s) to custom color 13
53079|SWS: Set selected take(s) to custom color 14
53080|SWS: Set selected take(s) to custom color 15
53081|SWS: Set selected take(s) to custom color 16
53082|SWS: Open marker list
53083|SWS: Load marker set
53084|SWS: Save marker set
53085|SWS: Delete marker set
53086|SWS: Copy marker set to clipboard
53087|SWS: Copy markers in time selection to clipboard (relative to selection start)
53088|SWS: Paste marker set from clipboard
53089|SWS: Renumber marker IDs
53090|SWS: Renumber region IDs
53091|SWS: Time-select next region
